-44.05825,-19.94597,"N","[70755]"
-54.64542,-20.47661,"S","[71000]"
-54.62883,-20.49742,"W","[71105]"
-54.64647,-20.49619,"E","[71106]"
-34.87164,-8.06381,"N","[71161]"
-44.09128,-19.90850,"S","[71247]"
-54.61939,-20.45161,"N","[71332]"
-47.65439,-15.60503,"[71664]","[71664]"
-54.63847,-20.45842,"[71678]","[71678]"
-54.58050,-20.48083,"[72258]","[72258]"
-46.52200,-23.69014,"S","[72532]"
-54.79642,-22.22497,"W","[73103]"
-54.79686,-22.22514,"E","[73104]"
-44.04722,-19.94803,"W","[73174]"
-46.55017,-23.12067,"E","[74384]"
-44.02092,-19.79989,"W","[74746]"
-46.49978,-23.63544,"NW","[75275]"
-47.22550,-23.07744,"N","[75527]"
-47.22631,-23.07822,"S","[75528]"
-54.80192,-22.22014,"E","[75822]"
-46.80128,-23.67497,"[75938]","[75938]"
-54.81047,-22.20819,"N","[76250]"
-54.81478,-22.20472,"[76506]","[76506]"
-44.02169,-19.80014,"E","[76804]"
-46.36350,-23.41722,"[76892]","[76892]"
-46.26733,-23.98422,"S","[77615]"
-54.62953,-20.49764,"E","[77948]"
-55.69911,-22.56253,"S","[78089]"
-55.69775,-22.56353,"N","[78090]"
-55.70797,-22.55892,"E","[78200]"
-46.52186,-23.69036,"N","[78286]"
-54.60094,-20.43967,"S","[78858]"
-41.94758,-18.89403,"S","[78888]"
-47.77633,-15.89606,"S","[79033]"
-44.13594,-19.77633,"N","[79073]"
-44.13550,-19.77592,"S","[79086]"
-44.09128,-19.90844,"N","[79328]"
-46.49956,-23.63556,"W","[79538]"
-54.64583,-20.49603,"W","[79748]"
-45.43903,-23.69872,"N","[79866]"
-47.22081,-23.11289,"S","[80000]"
-47.22083,-23.11319,"N","[80001]"
-47.21758,-23.13867,"[80019]","[80019]"
-46.54978,-23.12069,"W","[80126]"
-43.80625,-20.60069,"S","[80398]"
-43.80644,-20.60117,"N","[80399]"
-47.22611,-23.07836,"N","[80613]"
-55.73403,-22.52678,"S","[81058]"
-43.50719,-21.55422,"[90357]","[90357]"
-47.22750,-23.05764,"E","[90803]"
-47.65511,-15.61581,"S","[92779]"
-54.82008,-22.21989,"W","[92854-]"
-47.65422,-15.60211,"N","[92889]"
-53.02403,-26.14781,"S","[93317]"
-53.02392,-26.14772,"N","[93318]"
-43.50767,-21.54853,"[93352]","[93352]"
-50.92453,-17.79036,"[93354-]","[93354-]"
-54.19511,-23.05878,"N","[93369]"
-54.19422,-23.05822,"S","[93373]"
-44.08522,-19.90381,"W","[93401]"
-44.08608,-19.90397,"E","[93403]"
-47.55897,-22.39342,"[93410]","[93410]"
-45.23319,-22.84717,"E","[93424]"
-43.68556,-22.76197,"N","[93817]"
-43.60200,-22.85350,"N","[93976]"
-46.97072,-22.40156,"[95121]","[95121]"
-46.29006,-23.91522,"E","[95407]"
-38.53281,-13.00739,"[95408]","[95408]"
-47.56825,-22.39556,"S","[95411]"
-49.85575,-22.98572,"N","[95704]"
-49.85617,-22.98547,"S","[95705]"
-46.35156,-23.95667,"S","[95972]"
-46.87747,-23.35444,"[99645]","[99645]"
-47.55139,-22.38464,"[99649]","[99649]"
-46.65103,-23.54206,"[99654]","[99654]"
-44.03681,-19.92006,"N","[99656]"
-44.03689,-19.92000,"S","[99657]"
-45.43925,-23.69850,"S","[101358]"
-46.52431,-23.72378,"[103961]","[103961]"
-47.02181,-23.00914,"[105363]","[105363]"
-38.53261,-13.00308,"[105568]","[105568]"
-46.82522,-23.41081,"[107116]","[107116]"
-46.82367,-23.41211,"[107117]","[107117]"
-54.64550,-20.47686,"N","[108278]"
-43.03031,-22.66506,"E","[108305]"
-41.94758,-18.89419,"N","[108475]"
-46.35175,-23.95672,"E","[111237]"
-38.52925,-13.00975,"[124806]","[124806]"
-55.81058,-20.49461,"[124989-]","[124989-]"
-55.81067,-20.49494,"[124990-]","[124990-]"
-41.94633,-18.88961,"[127177]","[127177]"
-46.60500,-22.47186,"[140009]","[140009]"
-47.55000,-22.39531,"[140012]","[140012]"
-44.07681,-19.77944,"[140014]","[140014]"
-53.82425,-22.30522,"[140015]","[140015]"
-47.55042,-22.39769,"[140017]","[140017]"
-47.22147,-22.86086,"[141538]","[141538]"
-44.01050,-19.79778,"[141721]","[141721]"
-44.01114,-19.79764,"[141722]","[141722]"
-47.09303,-22.82622,"[141827]","[141827]"
-47.09297,-22.82611,"[141828]","[141828]"
-46.38903,-23.40544,"[141865]","[141865]"
-46.70456,-22.97772,"[141960-]","[141960-]"
-46.51794,-23.62281,"[141965]","[141965]"
-46.69847,-22.98908,"[141984-]","[141984-]"
-46.69856,-22.98906,"[141985-]","[141985-]"
-46.58094,-23.61189,"[142010]","[142010]"
-49.32594,-16.61956,"[142095]","[142095]"
-49.32597,-16.61964,"[142096]","[142096]"
-50.92619,-17.79458,"[142158]","[142158]"
-50.79117,-21.78603,"[142163-]","[142163-]"
-47.19461,-22.89747,"[142190]","[142190]"
-47.19522,-22.89675,"[142191]","[142191]"
-47.32197,-23.26936,"[142257]","[142257]"
-47.32192,-23.26944,"[142258]","[142258]"
-53.36703,-29.74636,"[142685]","[142685]"
-53.36708,-29.74628,"[142686]","[142686]"
-47.53617,-1.33406,"[145258]","[145258]"
-47.53617,-1.33411,"[145259]","[145259]"
