-47.82147,-15.86703,"S","[70652]"
-47.82297,-15.87256,"S","[70653]"
-47.82294,-15.87453,"N","[70654]"
-47.47625,-23.50058,"[70662]","[70662]"
-47.45850,-23.51233,"W","[70663]"
-46.80144,-23.52558,"S","[70667]"
-45.86431,-23.19953,"[70673]","[70673]"
-51.97750,-30.13203,"[70679]","[70679]"
-49.41500,-20.81975,"S","[70683]"
-43.91631,-19.88444,"N","[70685-]"
-47.93025,-15.78281,"S","[70691]"
-47.96892,-15.83569,"W","[70692]"
-47.93722,-15.80714,"S","[70693]"
-47.07603,-22.90339,"E","[70696]"
-47.83297,-15.81900,"S","[70703]"
-47.82703,-15.82922,"N","[70716]"
-46.65139,-23.60419,"[70717]","[70717]"
-47.85461,-15.80169,"E","[70719]"
-47.04442,-22.86839,"S","[70749]"
-47.85425,-15.80169,"W","[70753]"
-43.37603,-23.01144,"[70763]","[70763]"
-44.02647,-19.94128,"[70764]","[70764]"
-42.80703,-22.73886,"[70766]","[70766]"
-38.47947,-3.80211,"S","[70771]"
-38.48117,-3.74908,"N","[70773]"
-46.56356,-23.61639,"W","[70774]"
-51.12267,-30.07700,"[70777]","[70777]"
-34.89158,-8.08039,"[70779]","[70779]"
-51.15458,-30.05747,"W","[70803]"
-51.13733,-30.07386,"E","[70807]"
-51.10883,-30.11694,"[70812]","[70812]"
-48.84986,-26.28664,"S","[70835]"
-48.85636,-26.26858,"[70837]","[70837]"
-46.54442,-23.63500,"S","[70841]"
-47.04164,-22.84792,"S","[70846]"
-44.07842,-19.93019,"S","[70879]"
-44.05161,-19.91919,"W","[70880]"
-48.07667,-15.85564,"E","[70884]"
-47.62783,-22.71594,"W","[70891]"
-47.87092,-15.75408,"S","[70899]"
-47.88097,-15.75056,"S","[70904]"
-47.86200,-15.77933,"N","[70905]"
-47.87003,-15.75433,"N","[70906]"
-47.88122,-15.78022,"N","[70910]"
-47.88139,-15.77956,"S","[70911]"
-47.88656,-15.75650,"N","[70912]"
-47.88664,-15.75658,"S","[70914]"
-47.88558,-15.75528,"N","[70915]"
-47.88306,-15.76814,"S","[70916]"
-46.77778,-23.52336,"E","[70920]"
-38.52972,-3.78408,"E","[70923]"
-43.94097,-19.96606,"N","[70927]"
-46.54867,-23.65275,"N","[70929]"
-48.47508,-1.39803,"[70951]","[70951]"
-45.93539,-23.19889,"N","[70997]"
-45.91881,-23.24764,"N","[71011]"
-47.97722,-15.87233,"S","[71019]"
-47.91892,-15.82925,"S","[71021]"
-47.98439,-15.86647,"[71028]","[71028]"
-40.19367,-20.18514,"N","[71038]"
-40.18633,-20.17225,"N","[71039]"
-40.17575,-20.10414,"[71043]","[71043]"
-40.22144,-20.20467,"S","[71044]"
-37.05158,-10.95031,"[71051]","[71051]"
-46.27997,-23.54142,"E","[71060]"
-46.29989,-23.53744,"W","[71061]"
-34.89214,-8.08014,"S","[71093]"
-49.03653,-22.31425,"W","[71098]"
-46.52133,-22.98647,"E","[71107]"
-46.53556,-22.97094,"S","[71108]"
-49.31033,-16.74989,"E","[71113]"
-43.32086,-22.92794,"S","[71118]"
-47.04444,-22.90614,"[71125]","[71125]"
-46.53042,-23.65861,"S","[71126]"
-42.89069,-22.75525,"E","[71154]"
-42.88819,-22.75558,"E","[71155]"
-42.80197,-22.73578,"S","[71156]"
-38.48303,-3.75875,"N","[71163]"
-47.90775,-15.73694,"E","[71171]"
-47.42389,-23.48233,"W","[71179]"
-47.43247,-23.49119,"W","[71188]"
-47.44769,-23.46942,"N","[71190-]"
-47.49094,-23.52056,"S","[71195]"
-47.89167,-15.72269,"W","[71203]"
-49.10792,-26.46983,"N","[71208-]"
-49.11361,-26.48081,"[71209]","[71209]"
-49.06456,-26.48914,"W","[71227]"
-38.50439,-3.75747,"N","[71236]"
-47.04150,-22.84789,"removed(?)","[71246]"
-47.04583,-22.90597,"E","[71258]"
-47.02028,-22.89058,"W","[71284]"
-47.87889,-15.72383,"S","[71289]"
-47.86411,-15.73383,"N","[71292]"
-47.89578,-15.72411,"W","[71293]"
-44.27775,-2.50439,"N","[71341]"
-44.27750,-2.50394,"S","[71342]"
-38.53300,-3.79517,"S","[71345]"
-47.85608,-15.80692,"N","[71353]"
-49.03675,-22.33656,"W","[71354]"
-47.86144,-15.80950,"W","[71356]"
-38.54100,-3.78058,"E","[71376]"
-38.52425,-3.78308,"W","[71377]"
-38.47928,-3.80278,"N","[71386]"
-46.96167,-22.35942,"S","[71393]"
-46.94636,-22.39439,"N","[71394]"
-46.94397,-22.38753,"N","[71395]"
-46.94661,-22.39464,"S","[71396]"
-46.95106,-22.40956,"S","[71398]"
-46.93444,-22.36253,"S","[71401]"
-46.95214,-22.35017,"S","[71402]"
-44.03642,-22.93842,"[71436]","[71436]"
-47.93475,-15.77842,"E","[71440]"
-49.38519,-20.78592,"[71443]","[71443]"
-38.49178,-3.74694,"[71454]","[71454]"
-47.90447,-15.82053,"N","[71458]"
-47.88786,-15.80547,"N","[71459]"
-48.07553,-15.84131,"S","[71471]"
-48.07514,-15.84519,"N","[71472]"
-47.96067,-15.86397,"S","[71489]"
-48.83756,-26.31603,"E","[71490]"
-38.59436,-3.87356,"N","[71513]"
-46.19667,-23.55536,"N","[71516]"
-44.00406,-19.97619,"S","[71520-]"
-50.15778,-25.11194,"N","[71541]"
-48.05950,-16.00314,"N","[71559]"
-47.88158,-15.79006,"S","[71576]"
-47.88042,-15.71547,"E","[71587]"
-47.82253,-15.88242,"[71595]","[71595]"
-47.93261,-15.78944,"S","[71607]"
-47.88158,-15.81439,"S","[71609]"
-47.91403,-15.79881,"N","[71618]"
-47.89383,-15.81203,"N","[71636]"
-38.46272,-3.87667,"N","[71643]"
