-41.95539,-18.84206,"[70675]","[70675]"
-48.06608,-15.80753,"S","[70706]"
-51.95961,-23.42444,"[70743]","[70743]"
-52.62308,-27.08264,"[70853]","[70853]"
-54.60994,-20.49844,"N","[70865]"
-48.08986,-15.81067,"N","[70870]"
-48.09036,-15.80989,"S","[70871]"
-46.34522,-23.96803,"E","[70941]"
-48.49328,-1.44106,"W","[70952]"
-46.57150,-23.65592,"S","[70961]"
-45.88897,-23.18842,"S","[71005]"
-47.88272,-15.80208,"W","[71022]"
-47.88703,-15.80003,"W","[71024]"
-47.63375,-22.72500,"[71064]","[71064]"
-49.34883,-28.67983,"N","[71074]"
-45.88697,-23.27158,"N","[71082]"
-38.53678,-3.75022,"S","[71102]"
-46.52597,-23.64867,"[71231]","[71231]"
-45.88450,-23.22919,"[71241]","[71241]"
-47.05869,-22.90761,"E","[71260]"
-47.06833,-22.87381,"N","[71267]"
-47.06331,-22.89094,"S","[71272]"
-47.05861,-22.89697,"N","[71326]"
-38.55533,-3.75478,"S","[71351]"
-38.56650,-3.73617,"E","[71355]"
-38.57508,-3.81158,"S","[71360]"
-38.51769,-3.79361,"N","[71366]"
-38.55081,-3.79675,"N","[71372]"
-38.56925,-3.81506,"S","[71378]"
-38.52025,-3.75347,"W","[71390-]"
-49.37792,-20.82186,"N","[71432]"
-46.42303,-23.90222,"S","[71451]"
-38.49972,-3.79700,"W","[71457]"
-45.85889,-23.18389,"E","[71488]"
-46.54769,-22.92653,"N","[71552]"
-38.53211,-3.71922,"W","[71556]"
-38.56317,-3.70994,"W","[71557]"
-49.34956,-28.67881,"S","[71654]"
-46.35228,-23.96842,"E","[71705]"
-48.65406,-26.91950,"S","[71766]"
-48.67053,-26.90972,"E","[71776]"
-48.67719,-26.90819,"W","[71777]"
-43.29564,-22.89833,"E","[71798]"
-46.57153,-23.65808,"[71909]","[71909]"
-48.67772,-26.91019,"E","[71914]"
-46.61739,-23.68539,"[71919]","[71919]"
-47.89222,-15.79722,"E","[71951]"
-47.88972,-15.79886,"E","[71955]"
-47.11967,-22.92264,"N","[72014]"
-38.49858,-3.73617,"E","[72030]"
-47.89694,-15.80011,"N","[72055]"
-46.61231,-23.68494,"W","[72058]"
-47.88294,-15.80222,"E","[72068]"
-48.05944,-15.83683,"N","[72080]"
-45.89469,-23.19800,"N","[72089]"
-45.89442,-23.19789,"W","[72090]"
-48.47533,-1.43267,"S","[72096]"
-46.74086,-23.52222,"N","[72099]"
-46.55192,-23.71711,"E","[72104]"
-46.53625,-23.71872,"[72106]","[72106]"
-46.53292,-23.71500,"S","[72107]"
-46.53325,-23.71550,"N","[72108]"
-46.52036,-23.70561,"S","[72109]"
-39.32572,-7.22197,"S","[72125]"
-38.57247,-3.71228,"E","[72155]"
-46.65439,-23.53714,"N","[72170]"
-38.58850,-3.79064,"S","[72272-]"
-47.04767,-22.87558,"E","[72305]"
-46.78369,-23.20536,"[72307]","[72307]"
-45.88519,-23.24850,"N","[72315]"
-45.88556,-23.24692,"S","[72316]"
-48.04983,-15.84047,"S","[72356]"
-49.37194,-28.67989,"N","[72366]"
-47.11817,-22.92194,"S","[72369]"
-49.36464,-28.68156,"N","[72373]"
-49.36553,-28.68136,"N","[72374]"
-47.89222,-15.76986,"N","[72408]"
-49.17839,-26.73750,"[72442]","[72442]"
-47.08092,-22.92456,"S","[72453]"
-47.07617,-22.92067,"S","[72454]"
-48.06261,-15.82783,"N","[72460]"
-51.93303,-23.42597,"N","[72525]"
-51.93297,-23.42119,"N","[72526]"
-38.54672,-3.76114,"N","[72528]"
-38.48908,-3.72631,"W","[72550]"
-34.82556,-7.11406,"E","[72590]"
-46.63814,-23.55250,"S","[72594]"
-46.33469,-23.94278,"N","[72601]"
-38.54744,-3.73203,"W","[72630]"
-48.27411,-18.91594,"S","[72660]"
-49.37981,-28.68122,"W","[72677]"
-46.62886,-23.62558,"N","[72680]"
-38.57878,-3.70411,"W","[72766]"
-38.57417,-3.70614,"W","[72767]"
-38.55858,-3.71119,"W","[72769]"
-43.27897,-22.89725,"[72813]","[72813]"
-43.27889,-22.89744,"W","[72814]"
-38.45414,-12.95764,"N","[72825]"
-38.47125,-12.96189,"N","[72826]"
-45.90547,-23.20569,"N","[72838]"
-45.88625,-23.18892,"N","[72840]"
-45.88594,-23.18900,"N","[72841]"
-46.44589,-23.56172,"N","[72864]"
-46.44600,-23.56131,"S","[72865]"
-46.50711,-23.69258,"S","[72934]"
-46.71453,-23.58314,"N","[72938]"
-47.01583,-22.89956,"N","[72941]"
-46.76958,-23.54017,"[72953]","[72953]"
-46.76922,-23.54008,"W","[72954]"
-45.90022,-23.15222,"W","[72966]"
-46.68772,-23.51567,"W","[72973]"
-45.88592,-23.20053,"N","[72998]"
-45.88564,-23.20061,"N","[72999]"
-46.55350,-23.66942,"N","[73151]"
-46.43436,-23.70403,"[73178]","[73178]"
-47.05136,-22.92150,"S","[73190]"
-47.07094,-22.90092,"N","[73242]"
-46.53400,-23.65225,"S","[73245]"
-38.53917,-3.82567,"W","[73248]"
-46.52058,-23.66672,"N","[73256]"
-43.24081,-22.93233,"W","[73258]"
-48.47708,-1.45650,"[73265]","[73265]"
-48.49144,-1.45361,"E","[73266]"
-43.18542,-22.96814,"E","[73319]"
-46.78875,-23.50625,"S","[73347]"
-46.78869,-23.50653,"N","[73348]"
-48.08194,-15.81864,"N","[73372]"
-46.51611,-23.46847,"[73443]","[73443]"
-38.51694,-3.75308,"[73511]","[73511]"
-48.05969,-15.82617,"S","[73585]"
-47.89133,-15.79775,"W","[73663]"
-46.62750,-23.68503,"E","[73674]"
-46.73986,-23.48572,"W","[73693]"
-51.95719,-23.43556,"[73714]","[73714]"
-46.59519,-23.51539,"S","[73731]"
-43.21808,-22.89775,"E","[73750]"
-43.21772,-22.89783,"N","[73751]"
-46.43931,-23.43186,"[73758]","[73758]"
-38.48286,-3.73681,"S","[73831]"
-38.48300,-3.73717,"N","[73832]"
-46.71842,-23.50444,"[73848]","[73848]"
-46.42042,-23.46689,"N","[73942]"
-46.59497,-23.51594,"N","[73947]"
-38.58806,-3.71731,"[73994]","[73994]"
-46.66203,-23.53428,"N","[74035]"
-46.63053,-23.50386,"W","[74036]"
-46.61536,-23.50636,"S","[74037]"
-48.65372,-26.92006,"N","[74042]"
-46.50903,-23.45297,"[74056]","[74056]"
-47.11350,-22.95283,"[74068]","[74068]"
-48.06278,-15.81717,"N","[74095]"
-46.62731,-23.61550,"S","[74118]"
-46.72325,-23.51958,"E","[74123]"
-46.72294,-23.51964,"NW","[74124]"
-46.52053,-23.45769,"[74138]","[74138]"
-50.16250,-25.09297,"N","[74139]"
-46.62672,-23.68817,"N","[74159]"
-46.63281,-23.68417,"W","[74160]"
-46.70556,-23.51119,"S","[74190]"
-46.50978,-23.45706,"S","[74191]"
-46.54639,-23.46669,"N","[74217]"
-52.62475,-27.07797,"[74223]","[74223]"
-46.56394,-23.45894,"E","[74237]"
-48.68194,-26.89108,"S","[74275]"
-48.67797,-26.89353,"S","[74276]"
-46.44039,-23.69781,"E","[74282]"
-46.69464,-23.51525,"W","[74289]"
-46.72236,-23.53708,"W","[74292]"
-46.72250,-23.53719,"E","[74293]"
-46.65828,-23.52275,"W","[74304]"
-38.55914,-3.71117,"E","[74330]"
-38.56369,-3.71000,"E","[74331]"
-38.57450,-3.70619,"E","[74333]"
-38.57931,-3.70400,"E","[74334]"
-38.45447,-12.95744,"S","[74390]"
-46.53500,-23.46600,"S","[74391]"
-38.53242,-3.71928,"E","[74401]"
-46.69053,-23.56514,"S","[74423]"
-38.49508,-3.72725,"W","[74482]"
-46.70536,-23.51128,"N","[74504]"
-46.60025,-23.68581,"N","[74510]"
-46.67336,-23.47994,"[74530]","[74530]"
-46.50683,-23.69289,"N","[74553]"
-46.52469,-23.64903,"NW","[74634]"
-48.28469,-18.91925,"S","[74647]"
-47.08122,-22.92494,"N","[74670]"
-46.53742,-23.44711,"N","[74687]"
-46.50322,-23.42689,"[74734]","[74734]"
-48.44222,-1.41175,"S","[74786]"
-48.44261,-1.41264,"N","[74787]"
-46.75742,-23.56853,"N","[74790]"
-46.51969,-23.51456,"SW","[74836]"
-46.49422,-23.45825,"W","[74837]"
-46.49453,-23.45881,"E","[74838]"
-43.29550,-22.89853,"N","[74855]"
-46.51011,-23.45761,"N","[74876]"
-46.65411,-23.55917,"N","[74890]"
-43.24125,-22.93278,"N","[74893]"
-46.65039,-23.52328,"N","[74952]"
-46.65100,-23.52311,"E","[74986]"
-46.50700,-23.68731,"N","[75011]"
-45.88350,-23.20497,"N","[75029]"
-45.88372,-23.20406,"SW","[75032]"
-46.54569,-23.48967,"N","[75043]"
-46.68119,-23.48600,"N","[75057]"
-46.68125,-23.48561,"S","[75058]"
-46.74817,-23.55817,"S","[75077]"
-48.26383,-18.89950,"N","[75080]"
-46.85556,-23.51903,"[75116]","[75116]"
-46.58456,-23.51683,"S","[75118]"
-46.61528,-23.50669,"N","[75148]"
-46.64875,-23.55458,"S","[75153]"
-46.65953,-23.52300,"N","[75195]"
-46.53078,-23.46983,"[75201]","[75201]"
-46.52703,-23.46869,"N","[75238]"
-46.61125,-23.56381,"N","[75260]"
-46.68203,-23.52658,"N","[75261]"
-46.65025,-23.54844,"E","[75262]"
-46.70003,-23.67431,"N","[75299]"
-47.11469,-22.92081,"W","[75310]"
-46.56722,-23.45744,"W","[75358]"
-46.69539,-23.73531,"NW","[75374]"
-38.56622,-3.73592,"W","[75410]"
-38.57447,-3.81178,"W","[75411]"
-38.57472,-3.81142,"S","[75412]"
-46.52689,-23.46311,"SW","[75432]"
-46.52736,-23.46356,"[75434]","[75434]"
-52.41117,-28.26097,"S","[75462]"
-52.41172,-28.26281,"SW","[75463]"
-38.55481,-3.80972,"S","[75470]"
-46.68122,-23.59072,"N","[75472]"
-52.41044,-28.26247,"E","[75493]"
-38.56675,-3.78747,"N","[75522]"
-46.69289,-23.56797,"S","[75535]"
-38.54858,-3.73244,"E","[75575]"
-46.63086,-23.52628,"[75616]","[75616]"
-46.63131,-23.52578,"S","[75617]"
-46.55206,-23.50419,"N","[75639]"
-46.45419,-23.66622,"E","[75640]"
-46.44711,-23.66528,"E","[75641]"
-46.42711,-23.66783,"NW","[75642]"
-48.01686,-15.83489,"W","[75645]"
-51.17050,-23.31789,"N","[75655]"
-51.18653,-23.30028,"W","[75656]"
-38.58517,-3.79986,"[75660]","[75660]"
-38.57222,-3.71231,"W","[75709]"
-38.50014,-3.79728,"[75721]","[75721]"
-38.55556,-3.75514,"N","[75726]"
-38.53644,-3.73489,"E","[75728]"
-38.53692,-3.73489,"[75729]","[75729]"
-38.53664,-3.73461,"S","[75730]"
-38.56433,-3.73569,"[75741]","[75741]"
-38.56408,-3.73547,"[75742]","[75742]"
-49.26783,-16.67647,"W","[75754]"
-51.17386,-23.30211,"E","[75794]"
-51.18706,-23.30031,"E","[75805]"
-38.50297,-3.75144,"W","[75947]"
-38.51728,-3.75319,"[75948]","[75948]"
-38.52069,-3.75358,"E","[75949]"
-48.01606,-15.83806,"E","[75976]"
-49.30783,-25.43769,"N","[75981]"
-38.49228,-3.73492,"W","[76011]"
-38.53928,-3.74114,"N","[76024]"
-38.53939,-3.74078,"S","[76025]"
-38.53886,-3.74114,"W","[76026]"
-34.84672,-7.14711,"W","[76028-]"
-38.50158,-3.74569,"E","[76051]"
-49.28072,-25.46747,"N","[76102]"
-49.28047,-25.46703,"S","[76103]"
-49.28067,-25.46703,"N","[76115]"
-49.23925,-25.44422,"E","[76128]"
-49.28564,-25.45017,"E","[76132]"
-49.25981,-25.44219,"N","[76150]"
-46.54567,-23.48925,"[76204]","[76204]"
-49.26025,-25.43544,"N","[76270]"
-48.25167,-18.91575,"W","[76287]"
-46.56967,-23.71147,"W","[76376]"
-46.35147,-23.96814,"[76379]","[76379]"
-49.26786,-25.43992,"E","[76395]"
-49.22769,-25.39328,"S","[76399]"
-51.17286,-23.30336,"S","[76414]"
-49.22800,-25.39358,"N","[76423]"
-49.31253,-25.43678,"S","[76462]"
-48.26222,-18.89992,"S","[76475]"
-46.66842,-23.57486,"S","[76477]"
-49.25317,-25.46775,"W","[76491]"
-49.25500,-25.47056,"E","[76666]"
-49.22053,-25.48317,"[76688]","[76688]"
-49.25269,-25.46792,"W","[76696]"
-46.46300,-23.66769,"N","[76706]"
-54.58589,-20.47122,"E","[76724]"
-54.58536,-20.47111,"W","[76725]"
-38.52111,-3.82861,"W","[76767]"
-38.55853,-3.82106,"E","[76775]"
-46.45628,-23.53817,"N","[76783]"
-49.27244,-25.54122,"S","[76811]"
-49.24150,-25.41792,"E","[76869]"
-49.24075,-25.41819,"N","[76870]"
-49.24131,-25.41775,"S","[76871]"
-49.24069,-25.41783,"W","[76872]"
-49.22764,-25.52161,"N","[76873]"
-49.22756,-25.52131,"[76875]","[76875]"
-49.22803,-25.52122,"S","[76876]"
-49.23861,-25.44403,"W","[76925]"
-46.43536,-23.52489,"W","[76954]"
-46.43561,-23.52525,"E","[76955]"
-46.63536,-23.58672,"E","[77011]"
-46.57628,-23.56208,"N","[77061]"
-45.85844,-23.18356,"W","[77100]"
-46.54672,-23.46603,"S","[77135]"
-38.97319,-12.25733,"[77233]","[77233]"
-48.26675,-18.90600,"S","[77371]"
-46.67222,-23.56925,"S","[77372]"
-54.61433,-20.48917,"S","[77380]"
-47.89389,-15.76428,"N","[77415]"
-52.61894,-27.10606,"[77434]","[77434]"
-52.61917,-27.10567,"[77435]","[77435]"
-41.94922,-18.86072,"S","[77440]"
-46.25883,-23.99192,"S","[77441]"
-46.25850,-23.99219,"N","[77442]"
-52.83894,-28.73197,"N","[77458]"
